date,datetime,cash_type,card,money,coffee_name,Customer_ID,Store_Location,Customer_Age,Customer_Gender,Loyalty_Program,Discount
2024-03-11,2024-03-11 16:24:26.401,card,ANON-0000-0000-0047,7.24,Americano,CUST-0087,Chicago,44,Female,True,1.06
2024-03-11,2024-03-11 16:25:45.664,card,ANON-0000-0000-0047,9.21,Latte,CUST-0088,Chicago,20,Female,True,1.29
2024-03-11,2024-03-11 16:50:49.608,card,ANON-0000-0000-0048,4.78,Cortado,CUST-0089,Los Angeles,51,Male,True,0.13
2024-03-12,2024-03-12 10:15:00.297,cash,ANON-0000-0000-1015,5.89,Latte,CUST-0090,New York,45,Female,False,0.06
2024-03-12,2024-03-12 10:15:34.543,card,ANON-0000-0000-0033,5.83,Americano,CUST-0091,Miami,31,Male,False,1.13
2024-03-12,2024-03-12 10:16:24.886,card,ANON-0000-0000-0033,6.55,Cortado,CUST-0092,Houston,35,Male,False,1.27
2024-03-12,2024-03-12 11:20:45.632,card,ANON-0000-0000-0049,3.94,Hot Chocolate,CUST-0093,Miami,46,Female,False,0.05
2024-03-12,2024-03-12 12:46:23.275,card,ANON-0000-0000-0004,9.17,Americano with Milk,CUST-0094,Los Angeles,62,Female,True,0.95
2024-03-12,2024-03-12 12:47:26.027,card,ANON-0000-0000-0004,8.12,Americano,CUST-0095,Los Angeles,61,Male,False,0.53
2024-03-12,2024-03-12 16:15:43.325,card,ANON-0000-0000-0050,5.69,Americano,CUST-0096,Miami,61,Male,True,0.17
2024-03-13,2024-03-13 11:06:43.038,card,ANON-0000-0000-0048,4.33,Hot Chocolate,CUST-0097,New York,40,Male,False,0.37
2024-03-13,2024-03-13 11:48:16.753,card,ANON-0000-0000-0004,4.68,Americano,CUST-0098,Miami,35,Male,True,0.36
2024-03-13,2024-03-13 12:18:06.336,card,ANON-0000-0000-0051,9.95,Americano,CUST-0099,Chicago,19,Female,False,0.79
2024-03-13,2024-03-13 12:19:05.128,card,ANON-0000-0000-0051,6.67,Americano,CUST-0100,Miami,46,Female,True,0.37
2024-03-13,2024-03-13 12:34:30.315,cash,ANON-0000-0000-1016,9.8,Espresso,CUST-0101,Miami,50,Female,True,0.56
2024-03-13,2024-03-13 14:26:40.875,card,ANON-0000-0000-0052,3.28,Americano with Milk,CUST-0102,Miami,55,Male,False,0.07
2024-03-13,2024-03-13 15:40:22.261,card,ANON-0000-0000-0053,4.22,Espresso,CUST-0103,Chicago,39,Male,True,0.09
2024-03-13,2024-03-13 15:41:20.424,card,ANON-0000-0000-0053,3.61,Espresso,CUST-0104,Los Angeles,33,Female,True,0.21
2024-03-13,2024-03-13 16:47:09.373,card,ANON-0000-0000-0054,6.82,Espresso,CUST-0105,Miami,56,Female,False,0.67
2024-03-14,2024-03-14 10:02:12.241,cash,ANON-0000-0000-1017,8.59,Latte,CUST-0106,Houston,23,Female,False,0.25
2024-03-14,2024-03-14 10:28:33.017,card,ANON-0000-0000-0055,7.78,Latte,CUST-0107,New York,63,Male,False,1.47
2024-03-14,2024-03-14 10:29:34.283,card,ANON-0000-0000-0055,5.79,Hot Chocolate,CUST-0108,Houston,64,Female,False,0.25
2024-03-14,2024-03-14 13:27:29.536,card,ANON-0000-0000-0012,7.73,Cortado,CUST-0109,Miami,35,Female,True,0.55
2024-03-14,2024-03-14 13:28:24.527,card,ANON-0000-0000-0012,6.53,Americano,CUST-0110,Chicago,42,Female,True,0.36
2024-03-14,2024-03-14 13:51:59.905,card,ANON-0000-0000-0056,9.38,Americano with Milk,CUST-0111,New York,37,Female,True,1.24
2024-03-14,2024-03-14 13:52:56.248,card,ANON-0000-0000-0057,6.67,Espresso,CUST-0112,New York,18,Female,False,0.55
2024-03-14,2024-03-14 15:20:38.367,card,ANON-0000-0000-0058,8.05,Latte,CUST-0113,Miami,40,Male,False,0.05
2024-03-14,2024-03-14 16:04:09.506,card,ANON-0000-0000-0059,7.23,Americano with Milk,CUST-0114,Chicago,23,Male,True,0.1
2024-03-14,2024-03-14 16:54:38.202,card,ANON-0000-0000-0050,8.28,Espresso,CUST-0115,Miami,39,Female,False,1.14
2024-03-14,2024-03-14 18:58:55.854,card,ANON-0000-0000-0019,8.04,Hot Chocolate,CUST-0116,New York,40,Female,True,0.33
2024-03-14,2024-03-14 19:00:08.663,card,ANON-0000-0000-0012,8.29,Cortado,CUST-0117,Los Angeles,18,Female,False,1.6
2024-03-15,2024-03-15 10:02:16.533,cash,ANON-0000-0000-1018,8.29,Latte,CUST-0118,Los Angeles,57,Female,False,0.22
2024-03-15,2024-03-15 10:53:02.180,card,ANON-0000-0000-0060,3.71,Hot Chocolate,CUST-0119,New York,35,Female,True,0.0
2024-03-15,2024-03-15 18:19:27.922,card,ANON-0000-0000-0012,5.93,Americano,CUST-0120,Los Angeles,63,Male,True,0.72
2024-03-16,2024-03-16 12:06:55.209,card,ANON-0000-0000-0061,8.81,Americano with Milk,CUST-0121,Chicago,47,Male,True,0.72
2024-03-16,2024-03-16 12:07:53.915,card,ANON-0000-0000-0061,5.28,Americano,CUST-0122,Chicago,49,Female,True,0.7
2024-03-16,2024-03-16 15:58:18.458,card,ANON-0000-0000-0009,3.37,Cortado,CUST-0123,Los Angeles,33,Female,True,0.34
2024-03-16,2024-03-16 16:03:21.738,card,ANON-0000-0000-0009,4.57,Cortado,CUST-0124,New York,24,Male,False,0.56
2024-03-16,2024-03-16 16:04:11.444,card,ANON-0000-0000-0012,8.14,Cortado,CUST-0125,New York,56,Male,False,1.18
2024-03-16,2024-03-16 17:58:07.241,card,ANON-0000-0000-0062,5.03,Americano with Milk,CUST-0126,Chicago,31,Male,False,0.02
2024-03-17,2024-03-17 10:10:21.399,cash,ANON-0000-0000-1019,7.15,Latte,CUST-0127,Miami,33,Male,False,1.27
2024-03-17,2024-03-17 12:55:26.065,card,ANON-0000-0000-0063,7.04,Cortado,CUST-0128,Miami,63,Female,False,0.71
2024-03-18,2024-03-18 11:17:59.671,card,ANON-0000-0000-0064,4.86,Cortado,CUST-0129,Miami,29,Male,False,0.01
2024-03-18,2024-03-18 15:31:39.725,card,ANON-0000-0000-0003,5.06,Americano,CUST-0130,Los Angeles,46,Female,True,0.88
2024-03-18,2024-03-18 15:32:38.239,card,ANON-0000-0000-0003,3.48,Americano,CUST-0131,Los Angeles,60,Male,False,0.51
2024-03-18,2024-03-18 15:33:36.708,card,ANON-0000-0000-0003,9.2,Americano,CUST-0132,Houston,25,Male,False,1.37
2024-03-19,2024-03-19 10:20:25.996,cash,ANON-0000-0000-1020,4.03,Cortado,CUST-0133,Houston,55,Female,True,0.7
2024-03-19,2024-03-19 14:02:21.536,card,ANON-0000-0000-0065,4.04,Latte,CUST-0134,Los Angeles,62,Male,True,0.34
2024-03-19,2024-03-19 14:03:19.765,card,ANON-0000-0000-0065,7.92,Latte,CUST-0135,Los Angeles,37,Male,True,1.12
2024-03-19,2024-03-19 15:04:36.309,card,ANON-0000-0000-0049,8.75,Hot Chocolate,CUST-0136,Miami,57,Female,False,0.83
2024-03-19,2024-03-19 16:53:48.706,card,ANON-0000-0000-0066,7.71,Americano with Milk,CUST-0137,Los Angeles,29,Female,False,0.34
2024-03-19,2024-03-19 19:26:32.677,cash,ANON-0000-0000-1021,7.41,Hot Chocolate,CUST-0138,Chicago,31,Male,True,0.58
2024-03-20,2024-03-20 11:41:16.403,card,ANON-0000-0000-0012,6.64,Cortado,CUST-0139,Miami,33,Female,True,1.04
2024-03-20,2024-03-20 12:21:07.728,cash,ANON-0000-0000-1022,8.01,Latte,CUST-0140,New York,50,Male,True,0.46
2024-03-20,2024-03-20 12:30:48.968,card,ANON-0000-0000-0049,4.84,Cortado,CUST-0141,Miami,22,Male,False,0.4
2024-03-20,2024-03-20 13:16:47.394,card,ANON-0000-0000-0067,9.93,Cappuccino,CUST-0142,Los Angeles,54,Female,False,1.66
2024-03-20,2024-03-20 16:42:38.117,card,ANON-0000-0000-0050,8.71,Cocoa,CUST-0143,Houston,62,Female,False,1.36
2024-03-20,2024-03-20 17:50:28.781,card,ANON-0000-0000-0068,7.32,Latte,CUST-0144,New York,37,Male,False,0.51
2024-03-21,2024-03-21 10:18:56.977,cash,ANON-0000-0000-1023,8.94,Cappuccino,CUST-0145,Houston,41,Female,False,0.91
2024-03-21,2024-03-21 12:25:09.194,card,ANON-0000-0000-0012,7.14,Cortado,CUST-0146,Houston,25,Male,False,0.4
2024-03-21,2024-03-21 12:26:17.428,card,ANON-0000-0000-0012,8.37,Cappuccino,CUST-0147,New York,30,Male,True,1.45
2024-03-21,2024-03-21 17:21:01.453,cash,ANON-0000-0000-1024,4.77,Americano,CUST-0148,Miami,42,Female,False,0.54
2024-03-21,2024-03-21 17:22:01.353,card,ANON-0000-0000-0012,8.29,Cortado,CUST-0149,Miami,41,Male,False,1.11
2024-03-21,2024-03-21 19:20:36.508,card,ANON-0000-0000-0069,6.57,Latte,CUST-0150,Los Angeles,34,Male,False,1.08
2024-03-22,2024-03-22 10:35:53.619,card,ANON-0000-0000-0070,9.0,Americano with Milk,CUST-0151,Chicago,20,Male,True,0.34
2024-03-22,2024-03-22 13:29:20.343,card,ANON-0000-0000-0071,3.26,Americano with Milk,CUST-0152,Houston,21,Female,False,0.18
2024-03-22,2024-03-22 16:15:14.448,cash,ANON-0000-0000-1025,8.0,Cappuccino,CUST-0153,New York,62,Male,False,1.1
2024-03-22,2024-03-22 17:17:03.724,card,ANON-0000-0000-0012,7.1,Americano,CUST-0154,Miami,54,Male,False,0.86
2024-03-22,2024-03-22 17:17:58.991,card,ANON-0000-0000-0012,6.65,Espresso,CUST-0155,New York,44,Male,False,1.28
2024-03-22,2024-03-22 17:20:49.490,card,ANON-0000-0000-0050,5.86,Americano,CUST-0156,Houston,43,Male,False,0.67
2024-03-23,2024-03-23 10:43:59.559,card,ANON-0000-0000-0072,5.21,Latte,CUST-0157,Houston,24,Male,False,0.26
2024-03-23,2024-03-23 10:45:07.157,card,ANON-0000-0000-0073,5.54,Americano with Milk,CUST-0158,Miami,56,Male,False,1.06
2024-03-23,2024-03-23 13:10:07.661,card,ANON-0000-0000-0074,7.48,Cappuccino,CUST-0159,Los Angeles,37,Male,True,0.44
2024-03-23,2024-03-23 13:11:12.230,card,ANON-0000-0000-0074,3.13,Cocoa,CUST-0160,Los Angeles,63,Male,False,0.05
2024-03-23,2024-03-23 14:44:41.276,card,ANON-0000-0000-0075,8.83,Americano with Milk,CUST-0161,Los Angeles,59,Female,True,1.12
2024-03-23,2024-03-23 15:47:19.062,card,ANON-0000-0000-0076,3.06,Latte,CUST-0162,New York,31,Male,False,0.1
2024-03-23,2024-03-23 15:49:33.813,card,ANON-0000-0000-0076,9.43,Americano with Milk,CUST-0163,Chicago,58,Male,False,0.69
2024-03-23,2024-03-23 16:00:58.386,card,ANON-0000-0000-0009,8.12,Cortado,CUST-0164,Los Angeles,47,Female,False,0.13
2024-03-24,2024-03-24 10:03:56.005,cash,ANON-0000-0000-1026,9.48,Latte,CUST-0165,Miami,46,Female,True,1.11
2024-03-24,2024-03-24 18:45:08.397,card,ANON-0000-0000-0077,8.99,Latte,CUST-0166,Miami,63,Female,False,1.7
2024-03-25,2024-03-25 10:31:47.250,card,ANON-0000-0000-0009,9.36,Latte,CUST-0167,Miami,32,Male,False,1.27
2024-03-25,2024-03-25 11:16:25.671,cash,ANON-0000-0000-1027,6.64,Americano with Milk,CUST-0168,Houston,46,Female,True,0.86
2024-03-25,2024-03-25 14:27:09.163,card,ANON-0000-0000-0078,3.82,Latte,CUST-0169,Los Angeles,32,Female,False,0.6
2024-03-25,2024-03-25 14:29:25.343,card,ANON-0000-0000-0017,9.13,Latte,CUST-0170,Chicago,22,Male,False,0.22
2024-03-25,2024-03-25 18:37:30.650,card,ANON-0000-0000-0024,9.07,Americano with Milk,CUST-0171,Los Angeles,31,Female,False,0.21
2024-03-25,2024-03-25 19:34:24.542,card,ANON-0000-0000-0079,4.02,Cappuccino,CUST-0172,Houston,34,Female,False,0.29
2024-03-26,2024-03-26 10:35:49.679,card,ANON-0000-0000-0055,6.4,Cocoa,CUST-0173,Houston,18,Male,True,0.68
2024-03-26,2024-03-26 10:36:36.151,card,ANON-0000-0000-0055,4.1,Latte,CUST-0174,Houston,24,Male,True,0.77
2024-03-26,2024-03-26 10:42:30.170,card,ANON-0000-0000-0080,6.29,Latte,CUST-0175,New York,54,Male,True,0.27
2024-03-26,2024-03-26 11:11:47.335,card,ANON-0000-0000-0009,9.65,Cortado,CUST-0176,Miami,18,Female,False,0.98
2024-03-26,2024-03-26 13:35:52.773,card,ANON-0000-0000-0003,3.12,Americano,CUST-0177,Miami,42,Male,False,0.28
2024-03-26,2024-03-26 13:36:49.644,card,ANON-0000-0000-0032,9.89,Cortado,CUST-0178,Miami,19,Male,True,1.43
2024-03-26,2024-03-26 13:37:59.723,card,ANON-0000-0000-0059,4.77,Cortado,CUST-0179,Los Angeles,36,Male,False,0.93
2024-03-26,2024-03-26 13:57:53.677,card,ANON-0000-0000-0050,3.72,Americano,CUST-0180,Chicago,27,Male,False,0.74
2024-03-26,2024-03-26 15:48:02.270,card,ANON-0000-0000-0081,6.86,Latte,CUST-0181,Houston,30,Female,True,0.84
2024-03-26,2024-03-26 18:33:38.568,card,ANON-0000-0000-0024,3.25,Latte,CUST-0182,Houston,28,Female,False,0.59
2024-03-26,2024-03-26 18:34:54.648,card,ANON-0000-0000-0009,5.58,Hot Chocolate,CUST-0183,Miami,35,Female,False,0.42
2024-03-27,2024-03-27 11:04:51.174,card,ANON-0000-0000-0003,9.98,Cortado,CUST-0184,Chicago,31,Male,True,1.68
2024-03-27,2024-03-27 11:05:58.236,card,ANON-0000-0000-0003,4.96,Americano with Milk,CUST-0185,New York,55,Female,True,0.75
2024-03-27,2024-03-27 12:57:00.462,card,ANON-0000-0000-0082,9.76,Americano with Milk,CUST-0186,Miami,26,Male,True,0.36
2024-03-27,2024-03-27 13:35:20.039,card,ANON-0000-0000-0083,7.33,Hot Chocolate,CUST-0187,Miami,42,Female,True,0.46
2024-03-27,2024-03-27 14:22:31.662,card,ANON-0000-0000-0012,9.85,Cappuccino,CUST-0188,New York,36,Male,True,1.6
2024-03-27,2024-03-27 14:23:35.380,card,ANON-0000-0000-0012,8.04,Americano,CUST-0189,New York,23,Male,True,1.28
2024-03-27,2024-03-27 18:30:11.833,card,ANON-0000-0000-0084,9.42,Cortado,CUST-0190,Houston,19,Female,False,0.8
2024-03-27,2024-03-27 19:31:12.442,cash,ANON-0000-0000-1028,6.16,Latte,CUST-0191,Los Angeles,42,Male,False,0.2
2024-03-28,2024-03-28 14:24:47.092,card,ANON-0000-0000-0085,3.33,Cortado,CUST-0192,Chicago,61,Male,False,0.02
2024-03-28,2024-03-28 17:24:46.244,card,ANON-0000-0000-0012,3.68,Cortado,CUST-0193,Chicago,44,Male,False,0.3
2024-03-28,2024-03-28 17:27:05.304,card,ANON-0000-0000-0012,9.97,Americano,CUST-0194,Houston,52,Female,False,0.52
2024-03-28,2024-03-28 17:32:44.652,card,ANON-0000-0000-0086,3.76,Latte,CUST-0195,Miami,32,Female,False,0.33
2024-03-29,2024-03-29 10:56:19.495,card,ANON-0000-0000-0087,5.81,Latte,CUST-0196,Houston,42,Female,True,0.69
2024-03-29,2024-03-29 12:34:17.383,card,ANON-0000-0000-0088,8.34,Cappuccino,CUST-0197,Houston,50,Female,True,0.4
2024-03-29,2024-03-29 12:41:32.125,card,ANON-0000-0000-0088,4.93,Cappuccino,CUST-0198,Houston,24,Female,True,0.24
2024-03-29,2024-03-29 13:22:44.618,cash,ANON-0000-0000-1029,6.58,Cappuccino,CUST-0199,Los Angeles,30,Male,True,0.36
